corpus_id;document_id;sentence_id;content;document_uri;corpus_uri
MusicBO;105;6068;Michele Carafa , nato a Napoli il 17 novembre del 1787 , fu figlio di Giovanni dei principi di Colobrano e della signora Teresa Lembo , divenuta poi in seconde nozze principessa di Caramanica .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;112;1166;anche la moda , e il pregiudizio .;https://www.google.it/books/edition/Memorie_storiche_del_p_m_Giambattista_Ma/oayWg6-HWEIC?hl=it&gbpv=0;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1410;"Il suo stile è severo , religioso , solenne ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6757;"Marsa Tudor d'Inghilterra , opera seria , Palermo , teatro Carolino , carnevale 1843 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4987;"Stravaganza e puntiglio , farsa , Venezia , teatro San Moisè , carnevale 1806 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3224;"La villanella di spirito , Roma , 1787 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4282;La sua salma fu portata nella chiesa di San Domenico Maggiore e sepolta nella cappella del Bambino .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6693;"L' ingenua , farsa , Venezia , teatro San Benedetto , primavera 1816 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;683;si può dire che la musica di Carissimi è il tipo della musica moderna .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2877;"La direttrice prudente , Napoli , teatro dei Fiorentini , autunno 1767 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4765;Cherubini fu decorato della Legion d’ Onore nel 1815 , e più tardi fatto cavaliere dell’ ordine di San Michele .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3991;aveva avuto la nomina di associato straniero dell’ Istituto di Francia nel 1806 , di membro dell’ Accademia Reale di belle arti nel 1816 e di corrispondente straniero del Conservatorio di Parigi .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6860;intraprese poi un viaggio in Italia per scritturare una compagnia di artisti per il teatro di Cadice .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5991;Le segnate si conservano nell’ Archivio del Real Collegio di musica in Napoli .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;235;Fu poi direttore d’ una scuola fondata in Milano dal duca L. Sforza , e capo dei cantori di quella Metropolitana .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6365;La parte di Desdemona è stata il trionfo della Pasta e della Malibran .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3659;Gli spartiti Nizza , I re Teodoro , La serva padrona , La molinara , Il barbiere di Siviglia , Il marchese Tulipano e Proserpina furono stampati a Parigi , in Amburgo ed a Bonn .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;832;Lulli trattò leggiadramente il recitativo , e molte delle sue arie sono veri gioielli per la bellezza del canto e per la grazia .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5625;il pubblico non cessava d’ applaudirlo con frenesia .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;112;19;Le sanzioni per le violazioni del copyright possono essere molto severe .;https://www.google.it/books/edition/Memorie_storiche_del_p_m_Giambattista_Ma/oayWg6-HWEIC?hl=it&gbpv=0;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2745;questo giovane maestro è un inventore .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1594;nello stesso anno Porpora fu nominato maestro nel Conservatorio dei Poveri di Gesù Cristo .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;16;498;Sono numerate saltuariamente nel mezzo del margine inferiore della faccia retto .;https://books.google.it/books?id=y0VDAAAAYAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;191;L’ anno dopo , essendo morto Animuccia , fu eletto maestro di cappella di S. Pietro e direttore della scuola di contrappunto fondata da Giovanni Maria Nanini .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3029;Il caso ha fatto di Sacchini un musicista .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;112;1309;Lettera del Signor Abate D. Antonio .;https://www.google.it/books/edition/Memorie_storiche_del_p_m_Giambattista_Ma/oayWg6-HWEIC?hl=it&gbpv=0;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6222;| Nicola Vaccaj moriva a Pesaro il 5 agosto del 1848 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3665;però egli frequentava fin dal suo arrivo a Napoli la scuola dei Padri Conventuali al Pendino , prossima alla meschina casetta abitata dalla sua famiglia .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2496;Vedi anche la nota a pagina 150 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;975;Lo stromentale si compone di violino e basso .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;705;Vedi l interessantissima opera di Livio Niso Galvani :;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1797;l’ altra fu pubblicata a Roma nel 1745 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6982;La trasformazione è visibile nell’ Anza Bolena , rappresentata a Milano sul teatro Carcano il 26 dicembre del 1830 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4759;Dopo quest’ ultimo sforzo della sua musa drammatica , Cherubini si era gloriosamente meritato il riposo .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2640;Canonico D. Domenico Della Zecca .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1490;Poesia e musica di Marcello .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4503;Lionard , parrucchiere della regina , aveva ottenuto il privilegio d' un teatro d’ opera italiana .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2396;Tuttavia essa piacque , e fu replicata felicemente a Napoli nel 1753 con alcune arie di Tommaso Traetta .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4354;La scuola di Clementi ha dato all’ arte Cramer , Field , Klengel , Bertini e madama Bartolozzi .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;666;la sua musica è altamente .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5928;In questa composizione egli aveva messo in evidenza la sua rara abilità nel trattare le voci e l' orchestra .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3126;Il successo andò crescendo ad ogni rappresentazione , e gli stessi rivali di Sacchini Antonio Sacchini 193 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4733;"La qualità più notabile della melodia di Cherubini è precisamente l’ originalità ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5450;"Quivi fece rappresentare A/ar , La festa della Rosa , Mandane regina di Persia ed Elena e Costantino ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4123;Nicola Antonio Zingarelli , nato a Napoli il 4 aprile 1752 , fu figlio di un tenore maestro di canto , Riccardo Tota Zingarelli e di Teresa Ricci .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5908;In sei anni di studio indefesso egli arrivò a penetrare tutti i secreti dell’ arte ed a superare tutte le difficoltà che si possono incontrare nella difficile carriera di compositore .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1548;Lettera scritta dal signor Carlo Antonio Benatti alla signora Vittoria Test , posta in musica da Marcello .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4423;Cento e sei Sonate divise in 34 opere , di cui 46 con accompagnamento di violino o flauto e di violoncello .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6433;Ma il rossinismo era destinato a trionfare .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3516;"La sua maniera è semplice , corretta ed elegante ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2808;Le melodie sono piene di grazia e di tenerezza , e gli accompagnamenti offrono un' armonia pura ed elegante .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2337;L' espressione dei pensieri , l’ unità del disegno , la forza drammatica in ogni genere di composizione danno diritto al Pergolesi di essere chiamato un vero genio creatore .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5602;Bajazet , La contessa di Colle erboso e Il servo padrone , Torino , 1814 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6692;"La Chiarina , farsa , Venezia , teatro San Moisè , carnevale 1816 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6689;"GZ sponsali de Silfi , opera comica , Milano , teatro dei Filodrammatici , carnevale 1815 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6756;"// duca d' Alba , opera seria , Venezia , teatro della Fenice , carnevale 1842 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;950;L' esecuzione ebbe luogo nel 1684 e 1692 nel teatro privato della Corte Estense .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;271;"Il quarto volume contiene gli scritti che non riguardano la musica ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2870;"barone di Torreforte , 1765 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1885;Tartini si occupò molto della parte scientifica della musica .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;359;L’ ingegnosa invenzione del Viadana si diffuse ben presto in Italia e nell' Europa , e fu rapidamente applicata ad ogni genere di musica .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2010;La maggior parte di questi lavori si trova manoscritta nella Biblioteca del Conservatorio di Parigi , nella Biblioteca Reale di Berlino , e negli Archivi del Collegio Reale di musica in Napoli .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;968;"Due sinfonie precedono il dramma ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;112;21;La missione di Google è organizzare le informazioni a livello mondiale e renderle universalmente accessibili e fruibili .;https://www.google.it/books/edition/Memorie_storiche_del_p_m_Giambattista_Ma/oayWg6-HWEIC?hl=it&gbpv=0;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5977;» L’ Accademia dei virtuosi al Pantheon nominò l' illustre compositore suo socio d' onore .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1770;Dedicò ormai il resto della sua lunga carriera allo studio , alla composizione ed all' insegnamento .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6821;— Altamura , dalla Curia Prelatizia Palatina Nullius li 24 giugno 1866 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;956;Il libretto fu stampato in Modena nel 1688 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;381;Dedicata ad Alessandro Pico della Mirandola .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4309;lavori assai pregiati per l' ordine , la chiarezza ed il buon gusto .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5517;"Cantata per S. M. Ferdinando di Napoli ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5009;"Zoraida , melodramma eroico , Venezia , teatro della Fenice , carnevale 1816 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4989;"res de Castro ( musica di Stefano Pavesi , Giuseppe Farinelli e Nicola Zingarelli ) , Napoli , teatro San Carlo , II ottobre 1806 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1596;il maestro si ricondusse a Napoli l’ anno stesso , e vi scrisse l' oratorio Nicolò Porpora 93;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4973;"La caduta della nuova Cartagine , dramma , Venezia , teatro della Fenice , carnevale 1803 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4928;"Scale , salti , preparazione al canto , ed ariette , Milano , Ricordi ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4943;Si trasferì poi per qualche tempo a Venezia , ma nel 1819 cessò di comporre per il teatro .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1807;La Biblioteca Musicale di Forkel indica il titolo di due manoscritti di Tartini :;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;609;Quest' opera fu pubblicata per cura di Antonfran .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;234;Egli studiò la composizione sotto un monaco carmelitano ed insegnò successivamente la musica a Verona , a Genova , a / Napoli ed a Lodi .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;558;"26 Girolamo Frescoballi Monteverde scrisse molta musica sacra , molti madrigali e canzoni ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1458;Fu sepolto con pompa nella chiesa di San Giuseppe dei Francescani .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;7339;Cinque giorni dopo la sera della prima rappresentazione Luigi Filippo gli mandò in teatro la decorazione della Legion d’ onore , incaricando Rossini di presentargliela .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3986;Antonio Salieri moriva a Vienna il 12 maggio 1825 , contornato dalla moglie e dalle sue tre figlie che gli prodigarono cure amorose fino all' estremo respiro .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5154;ottenne così successi poco degni d' un compositore tanto valente .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;7153;"Iuno a 4 voci per Ferdinando di Napoli ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5050;Verso il 1820 il Fioravanti cessò di scrivere per il teatro .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3753;Amico di Domenico Cirillo , di Ettore Caraffa , di Mario Pagano e della Sanfelice , egli nutriva sentimenti molto liberali .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;16;916;S. Petronio a cavallo sotto baldacchino , preceduto da due diaconi con reliquie ed altri sacerdoti con vessillo del Comune di Bologna , in atto di benedire .;https://books.google.it/books?id=y0VDAAAAYAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2971;Ella gli accordò una gratificazione di 15,000 rubli , e gli rese il titolo di maestro di cappella della corte con un ricchissimo stipendio e con alloggio al palazzo imperiale .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3014;"Gli amanti consolati , 1779 ; Scipione , 1780 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;14;106;In quel periodo l’ impresario tedesco Angelo Neumann costituì una compagnia di Teatro Richard Wagner , con la quale allestì la Tetralogia nel 1882 e nel 1883 , in numerose tournée in tutto il mondo , sotto la direzione di Anton Seidl .;http://www.luigiverdi.it/wagner_e_wagnerismo.htm;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3739;poi ritornò a Napoli ( 1793 ) preceduto da grande rinomanza per l' esito splendidissimo del Matrimonio segreto .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;690;Nel 1660 egli entrò come tenore nella cappella di papa Alessandro VII , e fu poi maestro di cappella dell’ imperatore Leopoldo I . Moriva a Venezia nel 1660 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6769;"La ronda della guardia civica , cantata , Venezia , teatro della Fenice , quaresima 1848 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2281;ma ben presto il Pergolesi prese a considerare l’ espressione drammatica come principale scopo dell’ arte , e l’ introdusse anche nella musica sacra .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4730;tutte queste composizioni sono tenute in grandissimo pregio .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6700;"Z virtuosi di teatro , farsa , 1817 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;7015;Il silenzio di Rossini e la morte di Bellini avevano la| sciato l’ autore della Zucia senza rivali .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4976;"rit di Efeso , dramma , Venezia , teatro della Fenice , carnevale 1804 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1545;Lucio Commodo , tragedia rappresentata in Venezia nel 1719 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4767;"Gli allievi principali del suo corso di composizione furono Zimmerman , Batton , Halévy e Laborne ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6970;In seguito al successo che ottenne Piezro il Grande , Donizetti trovò validi protettori che lo liberarono dal servizio militare .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;318;"I primi sette furono ristampati in un solo libro da Pietro Phalesio in Anversa nel 1593 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3752;Cimarosa aveva abbracciato calorosamente il partito della rivoluzione nel tempo in cui l’ esercito francese invadeva il regno di Napoli .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;343;» Il Miserere di Allegri fa parte della raccolta dei classici pubblicata da Choron nel 1810 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4675;essa è dolce e tranquilla .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5988;"La diszarria d' amore , Genova , 1807 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2170;in seguito i membri dell’ Accademia Filarmonica ed i suoi allievi ordinarono un nuovo servizio funebre nella chiesa di San Giovanni in Monte .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;14;63;Il compositore sperava di vedere Mariani a Bayreuth il 22 maggio 1872 , quando vi convennero numerosi artisti in occasione della posa della prima pietra del grande Teatro .;http://www.luigiverdi.it/wagner_e_wagnerismo.htm;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4410;Gli abbellimenti sono d’ una distinzione e d’ una chiarezza perfette .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6549;Gli artisti dell’ Opéra , del teatro Italiano , del Conservatorio formavano una massa corale imponente , accompagnata dall’ organo , da contrabassi ed arpe .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2766;Gli si promisero 6000 lire di stipendio annuo , indennità delle spese di viaggio , tavola ed alloggio nel palazzo dell’ ambasciatore .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5869;L' oratorio della Passzoze , offerto a Pio VII , gli fruttò la decorazione dell’ ordine cavalleresco della Milizia dorata , ed i titoli di Conte Palatino e Lateranense .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1586;VD potè essere ammesso al Conservatorio di Loreto , ed ivi apprese la musica alla scuola di Gaetano Greco , Francesco Manna e Scarlatti .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1779;"Milano , Dumolard , 1875 ; e Bernstein Giulio , 7 sensi dell’ uomo , Dum. lard , 1879 .";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2580;"La clemenza di Tito , Torino , 1785 ; Pal lade ( caytata ) , Napoli , teatro San Carlo , 30 maggio 1786 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2459;Dopo aver appreso dal padre gli elementi della musica , partì per Napoli , ed entrò nel Conservatorio di Loreto per compiere i suoi studî alla scuola di Durante .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4907;posto allora nel caso di dover fissare il sistema di educazione musicale conveniente alla prima scuola del regno , egli divenne scrittore teoretico .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1924;Santa Maria della Solitaria .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1467;Ella si chiamava Rosana Scalfi .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4940;Ammesso a 16 anni nel Conservatorio della Pietà dei Turchini in - Napoli , apprese l’ arte del canto da Barbiello , l’ accompagnamento dal Fago , il contrappunto da Sala e la composizione da Giacomo Tritto .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;16;284;e a parecchi miniatori , e cioè a maestro Damiano da Parma , a maestro Giambattista Trombetta e a Giovanni Battista e Scipione Cavalletti .;https://books.google.it/books?id=y0VDAAAAYAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2550;"Lo spirito di contraddizione , 1765 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6077;Il Carafa prese parte alle campagne di Puglia e di Calabria , rimase prigioniero nella battaglia di Campotenese , e , liberato , ebbe la nomina di scudiere del re .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;16;836;Ha una sola lettera istoriata , otto domenicali in campo d' oro , e 158 lettere fiorite di mezzana grandezza e di dozzinale lavoro .;https://books.google.it/books?id=y0VDAAAAYAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;7367;"Cherubini , Rossini , Paér e Carafa tenevano i quattro lembi della coltre mortuaria ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5812;La loro condotta è differente in parecchi punti dalla forma classica del Concerto di Viotti .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2617;"Betulia liberata ( oratorio ) ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2804;Adéle de Ponthieu , composizione mediocre , rappresentata lo stesso anno , non poteva rialzare il prestigio dell' autore della Cecchina .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6767;"Campidoglio , novembre 1847 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2261;In Francia il compositore italiano avea ben presto dimenticato il carattere elevato e severo della scuola di Durante per uniformarsi al gusto frivolo e meschino di quell’ epoca .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1988;Lo stile di Leo nella musica sacra è maestoso , purissimo e pieno d' incanto .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5184;"Il duetto che il maestro di cappella canta colla sua cuoca è divenuto classico ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1103;Corelli aveva anche composto una raccolta di Concerti grossi con una Pastorale per il SS.;;https://doi.org/10.5281/zenodo.6672165
MusicBO;14;102;il 25 ottobre 1887 ( 15 rappresentazioni ) con Vittorio Podesti sul podio , Franco Cardinali nella parte del protagonista e Valentina Mendioroz ( Elsa ) .;http://www.luigiverdi.it/wagner_e_wagnerismo.htm;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4014;È vero che Salieri , di ritorno a Vienna dopo il successo di Zarare , aveva accettato questo libretto , e forse .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;14;57;A Milano si manifestò invece apertamente l’ avversione per Wagner , confermata poi nel clamoroso fiasco del Lohengrin alla Scala il 20 marzo 1873 .;http://www.luigiverdi.it/wagner_e_wagnerismo.htm;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3992;Egli apparteneva anche all' Accademia Reale di musica di Stoccolma .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5246;"Vi apprendeva il contrappunto e la composizione da Nicola Sala e da Giacomo Tritto ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;112;1589;Adre Mae @ tro Martini gentiliffimo .;https://www.google.it/books/edition/Memorie_storiche_del_p_m_Giambattista_Ma/oayWg6-HWEIC?hl=it&gbpv=0;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6690;"Bettina vedova , opera buffa , Venezia , teatro San Moisè , primavera 1815 ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;16;604;Discesa dello Spirito Santo .;https://books.google.it/books?id=y0VDAAAAYAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;909;Corispero , Orazio Coclite , Trespolo tutore e Biante .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;4766;L' Istituto di Olanda , l' Accademia di musica di Stoccolma e l' Accademia di belle arti dell' Istituto di Francia lo avevano ammesso nel numero dei loro soci .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;16;463;Ma non meno di lui si è imbarazzati a determinare i personaggi da lui rappresentati , in fuori dei due principali , Gesù e Maria seduti di faccia all' osservatore .;https://books.google.it/books?id=y0VDAAAAYAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1255;musica sacra il Lotti è senza dubbio superiore a tutti i maestri del suo tempo .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;1787;Il suo corpo fu sepolto nella chiesa di Santa Caterina .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;3895;"4 volumi di Arie , Cavatine , Duetti , Terzetti e Quartetti con violini , viola e basso , e con orchestra ;";;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;5569;l’ esecuzione difettosa contribuiva in gran parte alla caduta di questo lavoro .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;6418;Da Vienna Rossini si trasferì a Verona , sede del Congresso europeo del 1322 .;;https://doi.org/10.5281/zenodo.6672165
MusicBO;105;2086;"La calamita de cuori , 1753 ; bagni d’ Abano , 1753 ;";;https://doi.org/10.5281/zenodo.6672165
